id,age_2019,sex,region,urban_rural,education,home_ownership_2019,prior_marital_2019,year,age,age_group,employment_status,home_ownership,income_monthly,expenditure_monthly,housing_cost_share,debt_outstanding,debt_service_ratio,house_price_index,rental_index,unemployment_rate,CPI,child_care_cost_index,family_tax_benefit_index,interest_rate_proxy,affordability_index,income_level,afford_level,prior_marital_status,marital_status,Y_married,Y_child_next
1,24,Nữ,Bắc,Nông thôn,ĐH,0,0,2023,28,25-29,FT,0,4344.392780891305,2995.365579509488,0.19856986607356994,100387.43752072295,0.23102039926556878,121.55062500000003,112.55088100000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.38600603681705686,mid,Q2,0,0,0,0
1,24,Nữ,Bắc,Nông thôn,ĐH,0,0,2024,29,25-29,FT,0,10172.572540659134,5608.8329797441975,0.20754754933504008,218561.43404364015,0.21483253121767176,127.62815625000003,115.92740743,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.8624512436500403,high,Q4,0,0,0,0
2,32,Nam,Bắc,Nông thôn,≤THPT,1,1,2019,32,30-35,FT,1,3272.7198262754814,2357.698497855094,0.1487284345073982,73057.33246066447,0.22316305712630874,100.0,100.0,2.8000000000000003,100.0,100.0,100,6.5,0.35064855281523016,mid,Q2,1,1,0,1
2,32,Nam,Bắc,Nông thôn,≤THPT,1,1,2020,33,30-35,FT,1,3420.239321753576,2871.6509944133986,0.10857088039348241,10511.113802599812,0.030723117601759234,105.0,103.0,3.8000000000000003,103.0,104.0,103,5.8,0.34971772206069285,mid,Q2,1,1,0,0
2,32,Nam,Bắc,Nông thôn,≤THPT,1,1,2021,34,30-35,FT,1,2870.9092531477127,2156.9343710918292,0.15383034966494805,99616.82802662347,0.34686621075314256,110.25,106.08999999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.2801324356141166,low,Q2,1,1,0,0
2,32,Nam,Bắc,Nông thôn,≤THPT,1,1,2022,35,30-35,FT,1,5893.742295372905,4980.289607374347,0.23358359893857547,72737.17984462551,0.12339331594142934,115.76250000000002,109.2727,2.8000000000000003,109.2727,112.4864,109,6.5,0.5487859136095457,high,Q3,1,1,0,0
3,28,Nam,Trung,Đô thị,≤THPT,0,0,2019,28,25-29,FT,0,10108.952540254446,6009.9946631582525,0.4078027557373288,102528.88416967812,0.101413813528246,97.0,97.0,2.8000000000000003,100.0,100.0,100,6.5,1.1166000596746442,high,Q4,0,0,0,0
3,28,Nam,Trung,Đô thị,≤THPT,0,0,2020,29,25-29,FT,0,2269.1684771330965,2020.277996547254,0.43536694766095024,38608.02478840432,0.17006678216746637,101.85000000000001,99.91,3.8000000000000003,103.0,104.0,103,5.8,0.23919723369100587,low,Q1,0,0,0,0
3,28,Nam,Trung,Đô thị,≤THPT,0,0,2021,30,30-35,PT,0,1173.0965132591784,623.7476462467124,0.43668768426873633,84911.58361406336,0.6,106.94250000000001,102.90729999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.11800650332937848,low,Q1,0,0,0,0
3,28,Nam,Trung,Đô thị,≤THPT,0,0,2022,31,30-35,FT,0,5523.008429110896,4950.818000415173,0.3139537639885313,29343.98206463797,0.053120813339093624,112.28962500000002,105.994519,2.8000000000000003,109.2727,112.4864,109,6.5,0.5301707756762996,mid,Q3,0,1,1,0
3,28,Nam,Trung,Đô thị,≤THPT,0,0,2023,32,30-35,FT,0,7858.178202687237,5474.256924291746,0.263857909029623,8770.863908496065,0.011160026763990543,117.90410625000003,109.17435457000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.7198054860730545,high,Q4,1,1,0,1
3,28,Nam,Trung,Đô thị,≤THPT,0,0,2024,33,30-35,FT,0,4210.847385923324,3034.1109579824624,0.2591360122374551,63855.172917894546,0.15160846789299368,123.79931156250004,112.4495852071,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.3680455105607733,mid,Q2,1,1,0,0
4,33,Nữ,Bắc,Nông thôn,ĐH,1,1,2019,33,30-35,FT,1,5618.745751816429,3057.3345623746527,0.12832468840783517,32814.13407437984,0.05839078051488997,100.0,100.0,2.8000000000000003,100.0,100.0,100,6.5,0.6020084734089031,mid,Q3,1,1,0,0
4,33,Nữ,Bắc,Nông thôn,ĐH,1,1,2020,34,30-35,PT,1,3040.7148629779704,2658.6662268408077,0.2330450421328385,68879.44550006505,0.22644938333446907,105.0,103.0,3.8000000000000003,103.0,104.0,103,5.8,0.3109115401817966,low,Q2,1,1,0,0
4,33,Nữ,Bắc,Nông thôn,ĐH,1,1,2021,35,30-35,FT,1,8606.726145165789,5367.5476648135245,0.10270206562636333,17988.324213945034,0.02089788163631055,110.25,106.08999999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.8398116920851828,high,Q4,1,1,0,0
5,20,Nam,Trung,Nông thôn,ĐH,0,0,2019,20,18-24,FT,0,11138.660930854043,9930.884637027508,0.22915284548060805,9558.283783050641,0.008580408185115055,97.0,97.0,2.8000000000000003,100.0,100.0,100,6.5,1.2303380998734215,high,Q4,0,0,0,0
5,20,Nam,Trung,Nông thôn,ĐH,0,0,2020,21,18-24,FT,0,3863.0544892574894,2432.3864168979608,0.20069149788466684,44505.666629907224,0.11517867243756018,101.85000000000001,99.91,3.8000000000000003,103.0,104.0,103,5.8,0.40721169747406755,mid,Q2,0,0,0,0
5,20,Nam,Trung,Nông thôn,ĐH,0,0,2021,22,18-24,FT,0,2991.161008468693,2395.5083405368655,0.20550636408943115,2513.0455385885707,0.00839876440965548,106.94250000000001,102.90729999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.30089293379954235,low,Q2,0,0,0,0
5,20,Nam,Trung,Nông thôn,ĐH,0,0,2022,23,18-24,FT,0,3985.4866146853265,3409.620388470547,0.16178838444785185,15687.829644928159,0.03935252055566347,112.28962500000002,105.994519,2.8000000000000003,109.2727,112.4864,109,6.5,0.3825792694463407,mid,Q2,0,0,0,0
5,20,Nam,Trung,Nông thôn,ĐH,0,0,2023,24,18-24,FT,0,5306.259233519349,4613.4080682476715,0.17102251102495541,17230.278625908562,0.0324654927671261,117.90410625000003,109.17435457000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.4860508896969141,mid,Q3,0,0,0,0
5,20,Nam,Trung,Nông thôn,ĐH,0,0,2024,25,25-29,FT,0,5958.7719349072395,4948.728476293361,0.15581961115023807,74999.15757456656,0.12584232818589203,123.79931156250004,112.4495852071,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.5208213592422217,high,Q3,0,0,0,0
6,18,Nữ,Trung,Đô thị,≤THPT,0,0,2019,18,18-24,FT,0,9240.783121591212,7190.041470918268,0.36130852947515146,55106.74775260664,0.059627830503685954,97.0,97.0,2.8000000000000003,100.0,100.0,100,6.5,1.0207050576131678,high,Q4,0,0,0,0
6,18,Nữ,Trung,Đô thị,≤THPT,0,0,2020,19,18-24,Unemp,0,524.2692601744525,359.1444712447724,0.4446512389902718,52014.67140246657,0.6,101.85000000000001,99.91,3.8000000000000003,103.0,104.0,103,5.8,0.05526418950672026,low,Q1,0,0,0,0
6,18,Nữ,Trung,Đô thị,≤THPT,0,0,2021,20,18-24,FT,0,4167.184193891933,2473.0570134436016,0.4205671742172285,34266.346780642896,0.082209291112559,106.94250000000001,102.90729999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.41919384287010986,mid,Q2,0,0,0,0
6,18,Nữ,Trung,Đô thị,≤THPT,0,0,2022,21,18-24,Unemp,0,2080.350974943412,1160.9225560636658,0.3732975683282388,15589.227882458397,0.07489956316897604,112.28962500000002,105.994519,2.8000000000000003,109.2727,112.4864,109,6.5,0.199699367513413,low,Q1,0,0,0,0
6,18,Nữ,Trung,Đô thị,≤THPT,0,0,2023,22,18-24,PT,0,2093.4048780807448,1058.5716049215268,0.26378167112385786,100085.4219581501,0.4778704585995122,117.90410625000003,109.17435457000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.19175491786370066,low,Q1,0,0,0,0
6,18,Nữ,Trung,Đô thị,≤THPT,0,0,2024,23,18-24,FT,0,7160.917992952956,5011.339179546582,0.27053546938582396,209355.63611275266,0.2923178348575763,123.79931156250004,112.4495852071,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.6258939062029901,high,Q3,0,0,0,0
7,23,Nam,Trung,Đô thị,≤THPT,0,0,2019,23,18-24,FT,0,4546.105743625123,2696.8797848839295,0.3668658386944617,12289.02725792545,0.027026042390050464,97.0,97.0,2.8000000000000003,100.0,100.0,100,6.5,0.5021471734490195,mid,Q3,0,0,0,0
7,23,Nam,Trung,Đô thị,≤THPT,0,0,2020,24,18-24,FT,0,4537.001126993699,2682.818521975146,0.3139092125136194,30433.087628799018,0.06706275908080284,101.85000000000001,99.91,3.8000000000000003,103.0,104.0,103,5.8,0.4782536553658527,mid,Q3,0,0,0,0
7,23,Nam,Trung,Đô thị,≤THPT,0,0,2021,25,25-29,PT,0,1995.8789166929184,1554.0827649800374,0.39390506684005777,62723.76395639776,0.3141089999601787,106.94250000000001,102.90729999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.2007734993375801,low,Q1,0,0,0,0
7,23,Nam,Trung,Đô thị,≤THPT,0,0,2022,26,25-29,FT,0,4570.991476219275,3071.480662425461,0.2855723462680598,6023.789475079542,0.013175417116177139,112.28962500000002,105.994519,2.8000000000000003,109.2727,112.4864,109,6.5,0.4387837041463742,mid,Q3,0,0,0,0
7,23,Nam,Trung,Đô thị,≤THPT,0,0,2023,27,25-29,FT,0,9831.183910412088,6864.345647385512,0.2929578333428445,165122.41383446654,0.16794072948493688,117.90410625000003,109.17435457000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.9005318956609846,high,Q4,0,1,1,0
7,23,Nam,Trung,Đô thị,≤THPT,0,0,2024,28,25-29,FT,1,3587.457609241198,2620.971215305874,0.31744764240105805,20665.200618205,0.0575879747471081,123.79931156250004,112.4495852071,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.31355866085818535,mid,Q2,1,1,0,0
8,33,Nữ,Nam,Nông thôn,≤THPT,0,0,2019,33,30-35,FT,0,4093.192840319212,2927.5369651394444,0.22083390809449893,80679.27582353,0.19705783037136979,105.0,105.0,3.1,100.0,100.0,100,6.5,0.4176727388080828,mid,Q2,0,0,0,0
8,33,Nữ,Nam,Nông thôn,≤THPT,0,0,2020,34,30-35,PT,0,6317.763701805206,3835.8610961906193,0.12306068295587808,25761.621397820494,0.04077003447756823,110.25,108.15,4.1000000000000005,103.0,104.0,102,5.8,0.615226770065752,high,Q3,0,0,0,0
8,33,Nữ,Nam,Nông thôn,≤THPT,0,0,2021,35,30-35,FT,0,4940.946610618197,3673.4981609548586,0.145827653521712,353995.60637124174,0.6,115.7625,111.3945,4.1000000000000005,106.08999999999999,108.16000000000001,104,6.5,0.45916078984856146,mid,Q3,0,1,1,0
9,27,Nữ,Bắc,Đô thị,CĐ,0,0,2019,27,25-29,FT,0,5052.40290508759,4171.224599292825,0.33603518113149067,92752.26622853395,0.18354417403598317,100.0,100.0,2.8000000000000003,100.0,100.0,100,6.5,0.541328882687956,mid,Q3,0,0,0,0
9,27,Nữ,Bắc,Đô thị,CĐ,0,0,2020,28,25-29,FT,0,4314.6479344131785,3408.0064283381366,0.2999434008919801,21462.26396455019,0.04973126698637555,105.0,103.0,3.8000000000000003,103.0,104.0,103,5.8,0.4411705454410203,mid,Q3,0,0,0,0
9,27,Nữ,Bắc,Đô thị,CĐ,0,0,2021,29,25-29,PT,0,3634.595987313301,2307.058199300062,0.3667121448316453,44928.60470565758,0.12357975105715677,110.25,106.08999999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.3546500904837146,mid,Q2,0,0,0,0
9,27,Nữ,Bắc,Đô thị,CĐ,0,0,2022,30,30-35,FT,0,10674.961048920313,7446.712216779117,0.42475399684986453,70354.26854396464,0.06589970516151307,115.76250000000002,109.2727,2.8000000000000003,109.2727,112.4864,109,6.5,0.993981066423161,high,Q4,0,0,0,0
9,27,Nữ,Bắc,Đô thị,CĐ,0,0,2023,31,30-35,FT,0,6625.802332488026,4261.34506851367,0.3927645514405052,12910.059852598468,0.019481582828126096,121.55062500000003,112.55088100000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.5887128139855234,high,Q3,0,1,1,0
9,27,Nữ,Bắc,Đô thị,CĐ,0,0,2024,32,30-35,PT,0,3010.9713093227138,1866.875086169076,0.2773331685990279,97201.14217467284,0.3227160294449483,127.62815625000003,115.92740743,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.25527622830318036,low,Q1,1,1,0,0
10,32,Nữ,Trung,Đô thị,ĐH,0,0,2019,32,30-35,FT,0,4889.53347934391,2708.0619461541173,0.2594598265500525,66723.49214355527,0.13643397479104175,97.0,97.0,2.8000000000000003,100.0,100.0,100,6.5,0.5400810176005791,mid,Q3,0,0,0,0
10,32,Nữ,Trung,Đô thị,ĐH,0,0,2020,33,30-35,FT,0,2792.964207485446,2108.7744096834595,0.2903179755654831,54580.60020987767,0.19535182327550268,101.85000000000001,99.91,3.8000000000000003,103.0,104.0,103,5.8,0.29441150754595385,low,Q2,0,0,0,0
10,32,Nữ,Trung,Đô thị,ĐH,0,0,2021,34,30-35,PT,0,3175.45504000214,1911.0233121915196,0.4135099761406419,57455.01792805062,0.1808777936551934,106.94250000000001,102.90729999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.31943181274081095,low,Q2,0,0,0,0
10,32,Nữ,Trung,Đô thị,ĐH,0,0,2022,35,30-35,FT,0,5865.343972923377,4242.801097818427,0.4161483198299727,83401.61144831059,0.14216965768331694,112.28962500000002,105.994519,2.8000000000000003,109.2727,112.4864,109,6.5,0.5630326304306745,mid,Q3,0,0,0,0
11,22,Nam,Bắc,Đô thị,≤THPT,1,1,2019,22,18-24,FT,1,7210.728490152341,4305.310171535075,0.30476108768714283,14712.010840789235,0.020400117476522553,100.0,100.0,2.8000000000000003,100.0,100.0,100,6.5,0.7725780525163222,high,Q4,1,1,0,0
11,22,Nam,Bắc,Đô thị,≤THPT,1,1,2020,23,18-24,PT,1,3574.52569214243,3015.5366016088005,0.36169811471155616,47818.89096753778,0.13373946961875985,105.0,103.0,3.8000000000000003,103.0,104.0,103,5.8,0.3654934245544407,mid,Q2,1,1,0,0
11,22,Nam,Bắc,Đô thị,≤THPT,1,1,2021,24,18-24,Unemp,1,1465.5799195394134,853.0943584882319,0.32052516722368407,20302.17345670366,0.13843209760487962,110.25,106.08999999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.14300572962993377,low,Q1,1,1,0,0
11,22,Nam,Bắc,Đô thị,≤THPT,1,1,2022,25,25-29,FT,1,4825.560063659061,3414.8244686191624,0.29052774880528953,31819.623474891894,0.06592609033185663,115.76250000000002,109.2727,2.8000000000000003,109.2727,112.4864,109,6.5,0.44932391942076255,mid,Q3,1,1,0,0
11,22,Nam,Bắc,Đô thị,≤THPT,1,1,2023,26,25-29,FT,1,4289.488602216479,3382.0100027715266,0.4225050861073194,50749.50258153191,0.11828373709072333,121.55062500000003,112.55088100000002,2.8000000000000003,112.55088100000002,116.98585600000003,112,7.5,0.3811277153843854,mid,Q2,1,1,0,0
11,22,Nam,Bắc,Đô thị,≤THPT,1,1,2024,27,25-29,FT,1,3989.949157152874,2268.17506115873,0.3765804622923936,41261.96254180376,0.10338884540248032,127.62815625000003,115.92740743,2.8000000000000003,115.92740743,121.66529024000002,115,6.5,0.3382759473017193,mid,Q2,1,1,0,0
12,35,Nam,Nam,Nông thôn,CĐ,1,1,2019,35,30-35,FT,1,3602.246899759146,2833.7521508122136,0.13073516901191287,1672.944997416707,0.004642881944971722,105.0,105.0,3.1,100.0,100.0,100,6.5,0.36757621426113735,mid,Q2,1,1,0,0
13,33,Nam,Bắc,Nông thôn,ĐH,1,0,2019,33,30-35,FT,1,7110.502081491711,4680.440114971445,0.24467481224011142,13665.94796268059,0.01921668278526893,100.0,100.0,2.8000000000000003,100.0,100.0,100,6.5,0.7618395087312547,high,Q4,0,1,1,0
13,33,Nam,Bắc,Nông thôn,ĐH,1,0,2020,34,30-35,Unemp,1,3367.132830533278,2391.504642120383,0.2200966609567073,58827.85082362005,0.17466012708977932,105.0,103.0,3.8000000000000003,103.0,104.0,103,5.8,0.3442876104839752,mid,Q2,1,1,0,0
13,33,Nam,Bắc,Nông thôn,ĐH,1,0,2021,35,30-35,FT,1,3052.7412789720106,2662.493877556667,0.22457603102228382,1778.2336354239385,0.005823131277259187,110.25,106.08999999999999,3.8000000000000003,106.08999999999999,108.16000000000001,106,6.5,0.2978749150083926,low,Q2,1,1,0,0
14,22,Nam,Nam,Nông thôn,≤THPT,0,0,2019,22,18-24,FT,0,2047.0224455264297,1641.8209532287372,0.14998826869701182,52438.78151346554,0.2560459316645161,105.0,105.0,3.1,100.0,100.0,100,6.5,0.20887984138024793,low,Q1,0,0,0,0
14,22,Nam,Nam,Nông thôn,≤THPT,0,0,2020,23,18-24,FT,0,1459.6621867959427,859.3528541040466,0.15392501047152174,10696.9171589976,0.0732333407114617,110.25,108.15,4.1000000000000005,103.0,104.0,102,5.8,0.14214258319173656,low,Q1,0,0,0,0
14,22,Nam,Nam,Nông thôn,≤THPT,0,0,2021,24,18-24,FT,0,1395.0250860149572,1133.575508732414,0.16673718084556635,94222.07713308922,0.6,115.7625,111.3945,4.1000000000000005,106.08999999999999,108.16000000000001,104,6.5,0.12963929198843185,low,Q1,0,0,0,0
14,22,Nam,Nam,Nông thôn,≤THPT,0,0,2022,25,25-29,FT,0,3053.1200053916727,1630.1254347735278,0.15523965189630778,23749.36821435485,0.07776173880668823,121.55062500000001,114.736335,3.1,109.2727,112.4864,106,6.5,0.2707487054425536,low,Q2,0,0,0,0
14,22,Nam,Nam,Nông thôn,≤THPT,0,0,2023,26,25-29,FT,0,2463.6381805552296,1589.0381316389335,0.14418175484423626,31446.49697640296,0.12759072396305549,127.62815625000002,118.17842505000002,3.1,112.55088100000002,116.98585600000003,108,7.5,0.20847435570615144,low,Q1,0,0,0,0
14,22,Nam,Nam,Nông thôn,≤THPT,0,0,2024,27,25-29,FT,0,3708.0745236615535,2015.0556416035354,0.2472574902111053,13880.10235510177,0.037422009901811035,134.00956406250003,121.7237778015,3.1,115.92740743,121.66529024000002,110,6.5,0.29940766345195086,mid,Q2,0,1,1,0
15,20,Nữ,Nam,Đô thị,≤THPT,0,0,2019,20,18-24,FT,0,5441.367016104314,2749.746023439645,0.2870895260089239,41540.887122572996,0.07632871322285109,105.0,105.0,3.1,100.0,100.0,100,6.5,0.5552415322555422,mid,Q3,0,0,0,0
15,20,Nữ,Nam,Đô thị,≤THPT,0,0,2020,21,18-24,FT,0,9179.85827326487,6982.578211291522,0.39142626630654015,22331.981081870566,0.024324502586977558,110.25,108.15,4.1000000000000005,103.0,104.0,102,5.8,0.8939388716783396,high,Q4,0,0,0,0
15,20,Nữ,Nam,Đô thị,≤THPT,0,0,2021,22,18-24,FT,0,7094.935864365951,4649.312423025178,0.4080384817427568,69656.52212684027,0.09816396802096004,115.7625,111.3945,4.1000000000000005,106.08999999999999,108.16000000000001,104,6.5,0.6593304101700382,high,Q4,0,0,0,0
15,20,Nữ,Nam,Đô thị,≤THPT,0,0,2022,23,18-24,FT,0,8136.536422637347,6161.088730418789,0.4263887108731555,1064.043008419302,0.0013075738812784931,121.55062500000001,114.736335,3.1,109.2727,112.4864,106,6.5,0.7215427822440406,high,Q4,0,0,0,0
15,20,Nữ,Nam,Đô thị,≤THPT,0,0,2023,24,18-24,FT,0,5598.648664455449,2807.127010814175,0.39161724600609826,1029.6506483009493,0.001838777234073274,127.62815625000002,118.17842505000002,3.1,112.55088100000002,116.98585600000003,108,7.5,0.4737605880439834,mid,Q3,0,0,0,0
15,20,Nữ,Nam,Đô thị,≤THPT,0,0,2024,25,25-29,FT,0,3951.1980105064795,3512.8891123133294,0.31862622370894617,75141.63528755851,0.19012619076221088,134.00956406250003,121.7237778015,3.1,115.92740743,121.66529024000002,110,6.5,0.3190386160290988,mid,Q2,0,0,0,0
16,34,Nữ,Nam,Đô thị,≤THPT,1,0,2019,34,30-35,FT,1,6878.081343177186,3880.386012610062,0.3702389035541555,17149.518053743337,0.024929953867681157,105.0,105.0,3.1,100.0,100.0,100,6.5,0.7018450350180802,high,Q4,0,0,0,0
16,34,Nữ,Nam,Đô thị,≤THPT,1,0,2020,35,30-35,PT,1,1406.7137576952448,859.5918477574661,0.43981108211050257,3522.737089169927,0.02502452696731094,110.25,108.15,4.1000000000000005,103.0,104.0,102,5.8,0.13698644051954864,low,Q1,0,0,0,0
17,21,Nam,Nam,Đô thị,≤THPT,0,0,2019,21,18-24,FT,0,7001.5177040058325,5131.621977471957,0.3036622509370881,42148.275131346854,0.060190172896293685,105.0,105.0,3.1,100.0,100.0,100,6.5,0.7144405820414115,high,Q4,0,0,0,0
17,21,Nam,Nam,Đô thị,≤THPT,0,0,2020,22,18-24,FT,0,12200.229485887781,10862.59204755034,0.30743445964766214,6935.020952382559,0.005683870597142493,110.25,108.15,4.1000000000000005,103.0,104.0,102,5.8,1.1880640262817979,high,Q4,0,0,0,0
17,21,Nam,Nam,Đô thị,≤THPT,0,0,2021,23,18-24,Unemp,0,1148.1456239353233,862.2001292920858,0.3235056719179513,21388.997754220312,0.1861295671211131,115.7625,111.3945,4.1000000000000005,106.08999999999999,108.16000000000001,104,6.5,0.1066968524643404,low,Q1,0,0,0,0
17,21,Nam,Nam,Đô thị,≤THPT,0,0,2022,24,18-24,FT,0,10805.688324473316,6287.533168942198,0.31473091774390377,57025.45443050203,0.05276866762351201,121.55062500000001,114.736335,3.1,109.2727,112.4864,106,6.5,0.9582414448499704,high,Q4,0,0,0,0
17,21,Nam,Nam,Đô thị,≤THPT,0,0,2023,25,25-29,FT,0,4168.605826482507,3268.2618867610663,0.34291385043355366,2377.277545787582,0.005701444320440863,127.62815625000002,118.17842505000002,3.1,112.55088100000002,116.98585600000003,108,7.5,0.35274961263710913,mid,Q2,0,0,0,0
17,21,Nam,Nam,Đô thị,≤THPT,0,0,2024,26,25-29,FT,0,9665.63993223964,5687.777394263557,0.2680688047629538,9857.458749655596,0.010197399322570761,134.00956406250003,121.7237778015,3.1,115.92740743,121.66529024000002,110,6.5,0.7804499746197343,high,Q4,0,0,0,0
18,35,Nữ,Nam,Nông thôn,ĐH,1,0,2019,35,30-35,FT,1,2778.182899928591,2189.1092446418406,0.13262746829577424,35659.09314380984,0.12830783157425904,105.0,105.0,3.1,100.0,100.0,100,6.5,0.2834880510131215,low,Q2,0,0,0,0
19,27,Nam,Nam,Đô thị,≤THPT,1,1,2019,27,25-29,FT,1,5514.618899115815,4635.836725100421,0.41220972216564333,13889.401145867905,0.02518194494564237,105.0,105.0,3.1,100.0,100.0,100,6.5,0.5627162141954913,mid,Q3,1,1,0,0
19,27,Nam,Nam,Đô thị,≤THPT,1,1,2020,28,25-29,Unemp,1,1811.5311477540831,952.9724732257029,0.380977548876618,12132.43930871895,0.0669364458853704,110.25,108.15,4.1000000000000005,103.0,104.0,102,5.8,0.17640774639732038,low,Q1,1,1,0,0
19,27,Nam,Nam,Đô thị,≤THPT,1,1,2021,29,25-29,FT,1,4021.2714658799814,2894.182318758048,0.2676070370496143,25635.97623493952,0.06373507221579575,115.7625,111.3945,4.1000000000000005,106.08999999999999,108.16000000000001,104,6.5,0.37369563526571226,mid,Q2,1,1,0,0
19,27,Nam,Nam,Đô thị,≤THPT,1,1,2022,30,30-35,PT,1,3021.291495441948,2478.8021621873872,0.3316647419779618,11619.810560116015,0.038447021333449696,121.55062500000001,114.736335,3.1,109.2727,112.4864,106,6.5,0.2679261737864656,low,Q2,1,1,0,0
19,27,Nam,Nam,Đô thị,≤THPT,1,1,2023,31,30-35,FT,1,5335.39165212457,2972.9023431450732,0.4434577366756864,45821.581869973765,0.08586622732559535,127.62815625000002,118.17842505000002,3.1,112.55088100000002,116.98585600000003,108,7.5,0.4514836415085805,mid,Q3,1,1,0,0
19,27,Nam,Nam,Đô thị,≤THPT,1,1,2024,32,30-35,FT,1,4546.673496224515,2427.8609969377985,0.33870987516814693,5457.808860077431,0.012001320817355318,134.00956406250003,121.7237778015,3.1,115.92740743,121.66529024000002,110,6.5,0.3671201534103107,mid,Q2,1,1,0,0
